,br,inserent_plz,title,inserent_location,clicks7d,label,lat,lng
1362,42018228,80933,Du interessierst dich für die Arbeit in einer Heilpädagogischen Tagesstätte? Dann pass mal auf! Wir bewerben uns jetzt bei dir! www.wirbewerbenunsbeidir.com,München,13,0,48.21327669999999,11.5563264
1363,38074293,74172,Microsoft Sales Consultant - Vertriebsaußendienst (w/m/d),Neckarsulm,32,0,49.1942456,9.2351573
1364,37326348,68161,Senior Personalreferent (m/w/d),Mannheim,15,0,49.4861656,8.470261599999999
1365,42208301,16348,Mechaniker / Techniker für flexible Endoskope (m/w/d),Wandlitz,19,0,52.7836022,13.4903565
1366,38614461,45476,Professional Intralogistik - Inhouse Consulting (m/w/d),Mülheim,23,0,51.44900819999999,6.854898899999999
1367,37558415,21109,IT-Beauftragte bzw. IT-Beauftragter (m/w/d),Hamburg,44,0,53.4949324,10.0319897
1368,42370664,76133,Datenschutzkoordinator*in,Karlsruhe,31,0,49.00674979999999,8.393843
1369,35605429,80939,Entwicklungsingenieur Fahrdynamikmodelle/Konfigurationen am HiL (m/w/d),München,24,0,48.201196,11.6145677
1370,36311420,73084,Bauleitung (m/w/d),Salach,16,0,48.693661,9.7543573
1371,40632108,45359,IT Architect ERP & Logistics (m/w/d),Essen,34,0,51.465929,6.9259698
1372,38697833,81373,Wissenschaftlicher Mitarbeiter / Wissenschaftliche Mitarbeiterin / Contract Manager (m/w/d) im Bereich Legal Tech,München,25,0,48.1214727,11.5322563
1373,40121725,70771,"Sachbearbeiter (m/w/d) in der Stabsstelle für Grundsatzangelegenheiten, Digitalisierung und Öffentlichkeitsarbeit in Teilzeit",Leinfelden-Echterdingen,35,0,48.6885983,9.1410265
1374,38910293,10117,Bauingenieur als Projektleiter / Hoch- & Tiefbau (m/w/d),Berlin,28,0,52.5155098,13.3847539
1375,40087807,81925,Sachgebietsleiter (m/w/d) Windows Application Management,München,47,0,48.1626868,11.6217484
1376,40211412,60389,Inhouse Consultant / Projektmanager - Digitaler Arbeitsplatz / Digital Workplace / MS 365 / Cloud (m/w/d),Frankfurt,55,0,50.1495363,8.726027499999999
1377,36413738,68161,Kaufteildisponent (m/w/d),Mannheim,28,0,49.4861656,8.470261599999999
1378,39048233,33699,Content Manager B2C / Schwerpunkt Interliving (m/w/d),Bielefeld,23,0,51.9876349,8.6174004
1379,41268681,80331,Strateg*in Multiprojektmanagement (w/m/d),München,41,0,48.1362105,11.572893
1380,37418158,63263,Bauleiter / Bauingenieur - Bestandsanierung (m/w/d),Neu-Isenburg,37,0,50.0521661,8.695244599999999
1381,35850675,51105,Industriemechaniker / Maschinenschlosser (m/w/d),Köln,49,0,50.9228362,6.9993352
1382,41556575,63263,Service Representative / Sachbearbeitung Vertragsverwaltung / Kundenbetreuung (m/w/d) Volvo Financial Services (VFS),Neu-Isenburg,42,0,50.0521661,8.695244599999999
1383,39252180,81373,Wirtschaftsprüfer (m/w/d) Nachhaltigkeit,München,15,0,48.1214727,11.5322563
1384,40532683,32051,Service Dispatcher (m/w/d),Herford,17,0,52.1017418,8.5897784
1385,43442718,83457,Pädagogische Fachkräfte (m/w/d) für den Kinder- und Jugendbereich,Bayerisch Gmain,40,0,47.7160763,12.8965271
1386,39852646,80333,Techniker/ Ingenieur MSR-Technik (m/w/d),München,17,0,48.1440989,11.5695525
1387,40986874,75179,Ingenieur*in / Projektmanager*in (m/w/d) für Bauprojekte,Pforzheim,22,0,48.903762,8.6528701
1388,43005907,21502,Referent (m/w/d) Interne Revision,Geesthacht,23,0,53.44691,10.3990474
1389,38134683,68300,Wissenschaftler (m/w/d) im Bereich Faserlaserquellen,Saint-Louis,14,0,,
1390,39814080,50226,Ingenieur / Techniker (m/w/d) TGA baubegleitendes FM und Inbetriebnahme von Gewerbeimmobilien,Frechen,16,0,50.9089383,6.7920994
1391,35175843,9470,Complaint Coordinator 50-100% (m/w/d),Buchs SG,62,0,,
1392,37513749,34212,Patientenmanager (w/m/d) IV-Therapie,Melsungen,33,0,51.1530243,9.5926919
1393,37030680,55131,Pflegefrachhkraft/Medizinische*r Fachangestellte*r (m/w/d),Mainz,20,0,49.9889241,8.2716688
1394,42414917,40549,"Sales Agent (m/w/d) für die Vodafone Filiale in Heilbronn (Deutschhofstr. 21), befristet",Düsseldorf,20,0,51.233068,6.719087399999999
1395,39234154,12103,Oberbauleiter:in (m/w/d) für die zukünftige Gruppenleitung im Spezialtiefbau/Gleisbau,Berlin,19,0,52.4639426,13.3728893
1396,35773607,73230,Installateur- und Heizungsbaumeister oder Heizungsmonteur (m/w/d),Kirchheim unter Teck,59,0,48.6425125,9.4594184
1397,37556425,70563,Doktorand*in (m/w/d) im Bereich Perowskit-Tandem-Solarzellen,Stuttgart,23,0,48.7298143,9.0999522
1398,36309862,10115,Mitarbeiter Projektmanagement (m/w/d) für das Serielle Sanieren/Energiesprong,Berlin,18,0,52.532614,13.3777036
1399,42605331,93055,IT-Systemadministrator (w/m/d),Regensburg,31,0,48.9966449,12.1671473
1400,39200029,92711,Mechatroniker (m/w/d) für automatisierte Anlagen,Parkstein,21,0,49.7286456,12.0681576
1401,43088111,91074,IT Solutions Architect - Operations IT Supply Chain Solutions (m/w/d),Herzogenaurach,28,0,49.5782416,10.8819032
1402,36043967,74321,Elektrische Installationsplanung und Materialmanagement Lithium-Ionen-Batterien (m/w/d),Bietigheim-Bissingen,21,0,48.95356820000001,9.1241772
1403,39777015,84478,Strategischer Einkäufer (m/w/d),Waldkraiburg,20,0,48.2017152,12.4202162
1404,41336982,58640,Regionaler Marktmanager (m/w/d),Iserlohn,20,0,51.421991,7.67204
1405,39235105,89079,Senior Recruiter (w/m/d),Ulm,28,0,48.338844,9.9464176
1406,36608244,24103,Arbeitsgruppenleiter*in für Verkehrsplanung und Projektkoordination,Kiel,20,0,54.323924,10.1315442
1407,43468388,61169,Technische Sachbearbeitung Baugenehmigungsverfahren (m/w/d),Friedberg,36,0,50.3248933,8.74087
1408,36131246,94469,Wissenschaftliche:r Mitarbeiter:in (d/m/w) im Bereich Angewandte Informatik / Informatik / Geoinformatik,Deggendorf,40,0,48.8456799,12.9779283
1409,42375959,25746,Sachbearbeiter*in (m/w/d) in der Leistungsgewährung nach SGB IX,Heide,30,0,54.1897815,9.0911487
1410,38001475,80797,Psychologischer Psychotherapeut (m/w/d) - KIRINUS Schlemmer Klinik,München,21,0,48.1629382,11.5575332
1411,39779135,47804,Techniker/Meister Sicherheitstechnik im Facility Management (w/m/d),Krefeld,23,0,51.3175676,6.5274645
1412,36140377,68161,Senior Accounting Manager (remote) (m/f/d),Mannheim,18,0,49.4861656,8.470261599999999
1413,37318407,74653,Director (m/w/d) Strategy,Künzelsau,21,0,49.3043127,9.6979593
1414,38637630,50354,Kaufmännischer Sachbearbeiter Team Hauptauftrag / Ablesung (m/w/d),Hürth,21,0,50.8631453,6.8596159
1415,38615532,47804,Tiefbaufacharbeiter*in (m/w/d),Krefeld,15,0,51.3175676,6.5274645
1416,40380978,21220,Polier (m/w/d) Spezialtiefbau,Seevetal,27,0,53.3630177,10.0433495
1417,40120476,60596,Assistenzärztin / Assistenzarzt - Klinik für Neurologie,Frankfurt,22,0,50.0990675,8.6738622
1418,35672947,73230,Sachgebietsleiter (m/w/d),Kirchheim unter Teck,49,0,48.6425125,9.4594184
1419,37237728,68169,Techniker mit dem Schwerpunkt elektrotechnische Dokumentation (Eplan) (m/w/d),Mannheim,23,0,49.5202754,8.4544733
1420,39633633,94469,Wissenschaftliche:r Mitarbeiter:in (d/m/w) im Bereich Softwareengineering,Deggendorf,35,0,48.8456799,12.9779283
1421,38987493,82024,Elektroniker*in für Geräte und Systeme (w/m/d),Taufkirchen,22,0,48.0389787,11.6265608
1422,39163282,79115,Entwicklungsingenieur (m/w/d) für faseroptische Sensoren,Freiburg,21,0,47.99036390000001,7.820171299999998
1423,38951272,60325,Erfahrener Mitarbeiter (m/w/d) Kreditmanagement,Frankfurt am Main,32,0,50.1157078,8.6591469
1424,35926657,40227,"Sachbearbeitung An- und Vermietung für das Amt für Gebäudemanagement, Abteilung Kaufmännisches und Infrastrukturelles Gebäudemanagement",Düsseldorf,47,0,51.2153849,6.7975715
1425,42662648,96450,Teamleitung im Vertriebsinnendienst in Münster (w/m/d),Coburg,41,0,50.255698,10.9550818
1426,43100699,12205,Referent*in (m/w/d) für die Präsidiale Stabsstelle,Berlin,9,0,52.4331886,13.2980095
1427,39879136,82024,Fertigungsprojektleiter*in (w/m/d),Taufkirchen,42,0,48.0389787,11.6265608
1428,43629875,84144,Technischer Beschaffer / Kalkulator (m/w/d) in der Gebäudetechnik,Geisenhausen,22,0,48.4744377,12.25706
1429,41640597,84307,Einkäufer / Produktgruppenmanager (m/w/d),Eggenfelden,19,0,48.403296,12.7469045
1430,38177751,63263,Fachkraft für Arbeitssicherheit (w/m/d),Neu-Isenburg,20,0,50.0521661,8.695244599999999
1431,36796296,80331,"Projektingenieur*in für den Neubau von Ingenieurbauwerken, u. a. von Brücken und Lärmschutzwänden (w/m/d)",München,22,0,48.1362105,11.572893
1432,40386727,50679,Polier:in (m/w/d) im Straßen- und Tiefbau,Köln,22,0,50.934707,6.9759562
1433,39586946,91058,Solution / Release Train Engineer (m/f/d) for HPC,Erlangen,11,0,49.5613968,11.0043771
1434,40513628,79761,Assistenzarzt (m/w/d) Anästhesiologie und Intensivmedizin,Waldshut-Tiengen,17,0,47.6533265,8.2721269
1435,40432537,64372,Demand Planner (m/w/d),Ober-Ramstadt,53,0,49.8221211,8.749378499999999
1436,38678001,45307,Projektmanager*in Fulfillment für den Bereich Computing (m/w/d),Essen,24,0,51.4636356,7.096337399999999
1437,40700188,70176,Pflegefachkraft (m/w/d),Stuttgart,10,0,48.7767989,9.1616733
1438,37318865,81669,Bauleiter (m/w/d) TGA HLSK,München,15,0,48.1137542,11.6081068
1439,38987116,14480,"Referentin/Referent ""Systemmanagement"" (m/w/d)",Potsdam,31,0,52.3740094,13.1270242
1440,42729076,19053,Referent Treasury / Projekte und Bewertungen (m/w/d),Schwerin,20,0,53.62479279999999,11.4041715
1441,40941496,82024,Senior Accountant & FI-Specialist (w/m/d),Taufkirchen,26,0,48.0389787,11.6265608
1442,35561379,68161,IT-Anwendungsbetreuer (m/w/d),Mannheim,18,0,49.4861656,8.470261599999999
1443,37237658,79395,Elektrokonstrukteur / Elektrotechniker (m/w/d) im Steuerungsbau,Neuenburg,20,0,47.835518,7.5755135
1444,36311663,63533,(Junior) Business Development Manager (m/w/d),Mainhausen,32,0,50.0134137,9.0150043
1445,43649213,79761,Elektroniker für Automatisierungstechnik (m/w/d),Waldshut-Tiengen,16,0,47.6533265,8.2721269
1446,38508020,22177,Referent Unternehmensstrategie (w/m/d),Hamburg,18,0,53.60853720000001,10.0675193
1447,42387075,95445,Pflegefachkräfte (m/w/d) Springerpool ,Bayreuth,1,0,49.9517152,11.5608931
1448,37351345,55131,Pflegefachkraft/Medizinische*r Fachangestellte*r (m/w/d),Mainz,23,0,49.9889241,8.2716688
1449,38175271,55122,Technical Project Manager* for Glass Processing Development (m/w/d),Mainz,34,0,50.0017921,8.2361562
1450,39372069,68161,Manager Group Accounting  (m/w/d),Mannheim,15,0,49.4861656,8.470261599999999
1451,36684085,72116,Technischer Sachbearbeiter (m/w/d) im Bereich Facility Management / Technisches Gebäudemanagement,Mössingen,30,0,48.39156440000001,9.0705518
1452,35591552,71364,Arzt in Weiterbildung (m/w/d) oder Facharzt (m/w/d) Anästhesie und Intensivmedizin,Winnenden,25,0,48.8697946,9.4066135
1453,36882740,34117,Analyst (m/w/d) Kreditmanagement,Kassel,22,0,51.31705359999999,9.4924552
1454,37893415,94032,Wissenschaftlicher Mitarbeiter/Wissenschaftliche Mitarbeiterin am Lehrstuhl für Multilinguale Computerlinguistik III - englische Fassung,Passau,20,0,48.5718453,13.4607296
1455,37318184,53119,Ingenieurin / Ingenieur Technisches Gebäudemanagement (w/m/d),Bonn,30,0,50.74391139999999,7.0627318
1456,37199176,68161,IT Manager Modern Workplace (m/w/d),Mannheim,20,0,49.4861656,8.470261599999999
1457,39974767,72555,Projekteinkäufer (m/w/d),Metzingen,27,0,48.5347328,9.295337
1458,36910556,68161,Junior Produktionscontroller  (m/w/d),Mannheim,20,0,49.4861656,8.470261599999999
1459,38477196,82024,Project Manager*in FCAS (w/m/d),Taufkirchen,30,0,48.0389787,11.6265608
1460,35738746,80992,Bauingenieur*in/Projektleitung Baudurchführung U-Bahn (m/w/d),München,15,0,48.1757295,11.5182935
1461,42251523,53175,"Expertin / Experte (w/m/d) im Referat WG 31 ""Grundsatzfragen des Digitalen Verbraucherschutzes und Kooperationen""",Bonn,80,0,50.6949151,7.1388159
1462,38561786,94032,Sekretariat am Dekanat der Juristischen Fakultät,Passau,36,0,48.5718453,13.4607296
1463,40327023,22529,Technischer Allrounder (w/m/d) für Versand und betrieblichen Support,Hamburg,10,0,53.5913082,9.9581828
1464,41699986,31618,Stellvertretende Teamleitung Sonderabfallzwischenlager (m/w/d),Liebenau,23,0,52.6002811,9.0919403
1465,39769357,91074,Spezialist System-Inbetriebnahme im Bereich E-Mobilität (m/w/d),Herzogenaurach,13,0,49.5782416,10.8819032
1466,37203326,50667,Sales Assistant (d/m/w),Köln,53,0,50.9386437,6.9538847
1467,42548316,70176,Pflegehelfer (m/w/d),Stuttgart,55,0,48.7767989,9.1616733
1468,39372223,82256,Qualitätsingenieur (gn),Fürstenfeldbruck,17,0,48.17870689999999,11.23683
1469,38001686,73230,Ingenieur (m/w/d) für das Aufgabengebiet Starkregen,Kirchheim unter Teck,44,0,48.6425125,9.4594184
1470,38146616,10117,Recruiter (w/m/d),Berlin,41,0,52.5155098,13.3847539
1471,39458954,88212,IT-Administrator/in (m/w/d) für die Schul-IT,Ravensburg,46,0,47.7837629,9.6151647
1472,38496920,74653,Mechatroniker (m/w/d) Bereich Werkzeugbau,Ingelfingen,17,0,49.3043127,9.6979593
1473,37018132,81739,Business Analyst Compliance / Global payments solution (m/w/d),München,37,0,48.0900706,11.6674998
1474,39194099,85386,Mitarbeiter (m/w/d) 3rd Level Support Machine Vision,Eching,20,0,48.3005613,11.6292346
1475,38638930,14199,Lohnbuchhalter (m/w/d),Berlin,33,0,52.4767935,13.2962036
1476,43116407,70376,Medizinische Fachangestellte (m/w/d) oder Gesundheits- und Krankenpfleger (m/w/d) für die Abteilung für Kardiologie und Angiologie Herzkatheter,Stuttgart,20,0,48.82035339999999,9.2031939
1477,39567516,91074,Einkäufer Geschäftsbereich Ventiltriebsysteme (m/w/d),Herzogenaurach,19,0,49.5782416,10.8819032
1478,36946458,59439,Projektassistenz (w/m/d) Corporate Real Estate Management,Holzwickede,26,0,51.48774239999999,7.635929799999999
1479,40095957,48155,Abrechnungsspezialist (m/w/d),Münster,32,0,51.94751609999999,7.6603488
1480,41436323,81541,EDV-Beauftragter (m/w/d),München,81,0,48.121161,11.5848088
1481,43207990,48249,Fachärztin/Facharzt (w/m/d) oder Ärztin/Arzt (w/m/d) in Weiterbildung Psychiatrie und Psychotherapie in der Christophorus Klinik am Schlossgarten,Dülmen,35,0,51.8579795,7.3138755
1482,38283627,65185,Referentenposition (m/w/d) Onlinezugangsgesetz (OZG),Wiesbaden,21,0,50.0760976,8.240001699999999
1483,38252431,55122,Software Engineer Industry 4.0,Mainz,53,0,50.0017921,8.2361562
1484,37510153,85774,Trainee Versicherungsmanagement im Bereich LB Kraft Privat (m/w/d),Unterföhring,12,0,48.1918216,11.6569449
1485,34777615,68161,Field Application Engineer  (m/w/d),Mannheim,27,0,49.4861656,8.470261599999999
1486,38092622,48145,Referatsleitung (w/m/d) für das kvw-Referat Informationstechnologie,Münster,47,0,51.966475,7.6552677
1487,41483295,35781,Field Application Engineer - Payment Systeme (m/w/d),Weilburg,34,0,50.4797358,8.2615942
1488,38332259,68161,Marketing Manager - Sustainable Investment  (m/w/d),Mannheim,24,0,49.4861656,8.470261599999999
1489,41446401,26121,V&A Manager Pricing & Distribution (m/w/d),Oldenburg,44,0,53.153707,8.209595499999999
1490,38733484,51147,"Physiker/innen, Geoinformatiker/innen, Mathematiker/innen o. ä. (w/m/d)",Köln,24,0,50.8681948,7.123898499999999
1491,37175492,64372,Controller * Schwerpunkt Governance,Ober-Ramstadt,14,0,49.8221211,8.749378499999999
1492,39567851,70565,Account Manager:in | Personalmarketing & Anzeigenmanagement,Stuttgart,35,0,48.7157428,9.117814
1493,36174990,60322,Projektleiter TGA (ELT oder HKLS) (w/m/d),Frankfurt,30,0,50.1248611,8.6752346
1494,35364372,74177,Manager (f/m/x) Battery Systems Architecture,Bad Friedrichshall,25,0,49.237102,9.2101487
1495,37563088,80638,Pflegefachkraft/ Hebamme (m/w/d) für die Wochenbettstation,München,19,0,48.1597717,11.5018723
1496,39599623,65205,Customer Experience Analyst & Designer (m/w/d),Wiesbaden,20,0,50.0556312,8.3143805
1497,42545775,86153,Technischer Support (w/m/d),Augsburg,38,0,48.3808751,10.8936063
1498,37582878,44135,Referent (m/w/d) der Geschäftsführung,Dortmund,40,0,51.5126773,7.4749694
1499,40331540,42277,Controller (m/w/d) mit Schwerpunkt Datenmanagement,Wuppertal,41,0,51.2831824,7.215241700000001
1500,39860771,82205,Anlagenbediener (m/w/d) im Bereich Beschichtung,Gilching,19,0,48.1156672,11.2640182
1501,35166353,71364,Teamleitung (m/w/d) Kodierung,Winnenden,54,0,48.8697946,9.4066135
1502,42915462,60486,Prozessberater (m/w/d) im Bereich Gerätemanagement und Ablesung,Frankfurt,30,0,50.1130657,8.6252221
1503,38821440,94032,Sachbearbeitung am Graduiertenzentrum,Passau,35,0,48.5718453,13.4607296
1504,39759140,60486,Vertriebsmanager (m/w/d) Netznahe Leistungen,Frankfurt,18,0,50.1130657,8.6252221
1505,37770370,77815,Testingenieur Umwelterprobung Leistungselektronik (m/w/d),Bühl,37,0,48.6824642,8.1500317
1506,37411997,76133,Medizinische*r Fachangestellte*r Klinik für Anästhesie und Intensivmedizin,Karlsruhe,24,0,49.00674979999999,8.393843
1507,38957727,70499,"Projektleiter (w/m/d) für Daten- und Rechenzentren, z.B. Techniker, Meister, Ingenieur (w/m/d)",Stuttgart,23,0,48.8130331,9.1044081
1508,40242536,91074,Entwicklungsingenieur*in (m/w/d) E/E/Automatisierungstechnik im Prüfanlagenbau,Herzogenaurach,34,0,49.5782416,10.8819032
1509,39654430,4416,Projektleiter (m/w/d) Verkauf für moderne Büro- und Wohngebäude,Markkleeberg,24,0,51.2700347,12.3804126
1510,38846936,10829,Ingenieur Zähl- und Messwesen (w/m/d),Berlin,31,0,52.4803778,13.3597304
1511,36736921,75179,(Senior) Sales Consultant - SAP-Consulting / Technischer Vertrieb*,Pforzheim,29,0,48.903762,8.6528701
1512,37022461,92729,SAP Inhouse ABAP Developer / Consultant (m/w/d),Weiherhammer,30,0,49.6316919,12.0502608
1513,40086922,45476,Specialist Buchhaltungsprozesse (m/w/d),Mülheim,35,0,51.44900819999999,6.854898899999999
1514,42605697,99510,Technische/r Projektleiter/in (m/w/d),Apolda,29,0,51.0110833,11.5004392
1515,37930094,74172,Mitarbeiter Kundenservice (m/w/d),Neckarsulm,30,0,49.1942456,9.2351573
1516,40627417,41236,Servicemonteur:in Abwassersonderbauwerke und Messeinrichtungen (m/w/d),Mönchengladbach,18,0,51.1668326,6.449492299999999
1517,39463191,81541,Elektroniker (m/w/d) Instandhaltung,München,21,0,48.121161,11.5848088
1518,38940917,80807,Equipmenttechniker*in (d/m/w),München,39,0,48.1865394,11.585399
1519,39224812,80802,Operational Risk Management Expert am Standort München/Stuttgart (m/w/d),München,29,0,48.159395,11.5923438
1520,43319626,80539,IT-Servicemanager*in für Identity- und Access-Management,München,50,0,48.1447027,11.5821606
1521,41435820,80807,Serviceinstallateur:in (m/w/d) - Sanitär,München,20,0,48.1865394,11.585399
1522,40733921,31319,Sachbearbeitung (m/w/d) Einkauf / Verkauf,Sehnde,26,0,52.3134289,9.975787
1523,36130949,31812,Application Engineer m/w/d Power-to-X,Bad Pyrmont,35,0,51.9845094,9.2865902
1524,38009036,38239,Fachkraft für vorbeugenden Brandschutz im Projekt SALCOS® (w/m/d),Salzgitter,37,0,52.1885109,10.4236635
1525,37318890,60431,Experten (m/w/d) für Digitalisierung,Frankfurt,50,0,50.1475439,8.6491154
1526,38848830,85049,Hörsaaldienst (m/w/d) für die Fakultät Informatik,Ingolstadt,61,0,48.7557151,11.3364793
1527,42531902,73431,Pflegefachassistenz (m/w/d) mit 1 jähriger Ausbildung im Ambulanten Dienst,Aalen,26,0,48.825928,10.1004936
1528,34970065,81541,Pädagogische Fachkraft,München,37,0,48.121161,11.5848088
1529,37974136,82256,Facharbeiter für mechanische & elektrische Montage (gn),Fürstenfeldbruck,25,0,48.17870689999999,11.23683
1530,39691954,60311,Betriebsangestellte:r (w/m/d) Pforte,Frankfurt am Main,31,0,50.1100897,8.6822492
1531,40031434,70376,Bereichsassistenz (m/w/d) Vertragsmanagement,Stuttgart,24,0,48.82035339999999,9.2031939
1532,39664133,76829,HR Experte Compensation & Benefits (m/w/d) (Teilzeit / 20h/Woche),Landau,25,0,49.193521,8.0948586
1533,35605765,68161,HR Advisor  (m/f/d),Mannheim,26,0,49.4861656,8.470261599999999
1534,36770038,97688,Medizinische Fachangestellte (m/w/d) auf unserer Intensivstation AWARECare,Bad Kissingen,20,0,50.21243639999999,10.0588367
1535,39762499,90552,Projektleiter (m/w/d) LIBELLE - smarte und störungssichere Loitering Munition,Röthenbach a. d. Pegnitz,23,0,49.48182689999999,11.2389749
1536,38838234,70565,Projektmanager IT (m/w/d),Stuttgart,28,0,48.7157428,9.117814
1537,38636837,95448,Projektleiter Landkabel (m/w/d),Bayreuth,30,0,49.93635690000001,11.61009
1538,38376013,77781,Facharbeiter Montage / Industriemechaniker / Mechatroniker (m/w/d),Biberach,17,0,48.3390059,8.031707299999999
1539,36137710,70327,Supplier Development Engineer (m/w/d),Stuttgart,18,0,48.7758013,9.2529132
1540,40523747,60486,Prozessberater (m/w/d) im Bereich Gerätemanagement und Ablesung,Frankfurt,26,0,50.1130657,8.6252221
1541,38141382,84034,Finanzbuchhalter / Finanzbuchhalterin (m/w/d),Landshut,78,0,48.5304884,12.093825
1542,35937756,70567,"Strategischer, Indirekter Einkäufer (m/w/d) Schwerpunkt IT",Stuttgart,21,0,48.7226206,9.1584836
1543,39372044,82024,Elektroniker*in für Geräte und Systeme (w/m/d),Taufkirchen,15,0,48.0389787,11.6265608
1544,36360531,58710,Online Marketing Manager (m/w/d) - Schwerpunkt SEO / SEA / Analytics,Menden,27,0,51.4057535,7.837095499999999
1545,38001612,80797,Gesundheits- und Krankenpfleger / Co-Therapeut (m/w/d) - Schlemmer Klinik,München,25,0,48.1629382,11.5575332
1546,35477005,69168,Musiktherapeut (m/w/d),Wiesloch,38,0,49.2929847,8.6893085
1547,36448976,63450,Devops Engineer (m/f/d),Hanau,29,0,50.1268222,8.9216451
1548,37707329,70190,Tourismuskaufmann (m/w/d),Stuttgart,29,0,48.78939769999999,9.1962771
1549,39396587,22844,Zweirad-Mechaniker-Meister (m/w/d),Norderstedt,30,0,53.7263514,10.0117748
1550,38011131,45307,Produktmanager*in Consumer Technologies (m/w/d),Essen,45,0,51.4636356,7.096337399999999
1551,35375344,32758,Werkzeugmechaniker * Stanz- und Umformtechnik,Detmold,24,0,51.9561706,8.8251724
1552,40808542,55268,Operativer Einkäufer / Disponent (m/w/d),Nieder-Olm,23,0,49.9084768,8.205515499999999
1553,39651882,76530,Examinierte Pflegefachkaft - ambulanter Dienst (m/w/d),Baden-Baden,18,0,48.7581482,8.2223291
1554,36592647,70771,Projektleitung Stadtentwässerung,Leinfelden-Echterdingen,17,0,48.6885983,9.1410265
1555,41250795,52531,Stellvertretender Leiter Produktion (m/w/d),Übach-Palenberg,20,0,50.9253588,6.1177073
1556,40627558,91710,Sterilisationsassistent/in (m/w/d),Gunzenhausen,35,0,49.1200802,10.7318864
1557,37572656,70190,Sachbearbeiterin / Sachbearbeiter (w/m/d) IT-Support im Service Desk der Polizei,Stuttgart,44,0,48.78939769999999,9.1962771
1558,42664176,73494,Referent Konzernrechnungswesen (m/w/d),Rosenberg,29,0,49.0201699,10.0323904
1559,42560500,86441,Fachkraft (m/w/d) Montage,Zusmarshausen,19,0,48.4018024,10.5910754
1560,36741384,74653,Anlagenbediener (m/w/d) für die Statorfertigungslinie,Künzelsau,23,0,49.3043127,9.6979593
1561,41133659,80638,Fachkraft für EKG-Assistenz (m/w/d) ,München,43,0,48.1597717,11.5018723
1562,39689056,68161,Volljurist Exportfinanzierung & Transaktionen (m/w/d),Mannheim,18,0,49.4861656,8.470261599999999
1563,41291627,60549,Managing Consultant Network Architecture (m/w/d),Frankfurt,19,0,50.041381,8.5800547
1564,40924272,95445,Oberarzt (m/w/d) für die Klinik für Gefäßchirurgie,Bayreuth,24,0,49.9517152,11.5608931
1565,40180209,66280,Entwickler / Konstrukteur Gehäuseentwicklung Leistungselektronik (w/m/d),Sulzbach,18,0,49.3022275,7.0621814
1566,36199847,78564,Operativer Einkäufer (m/w/d),Wehingen,22,0,48.1459791,8.8101728
1567,41096741,60486,Projektleiter / Bau- und Instandhaltungsplaner (m/w/d) Gas-Hochdruckleitungen,Frankfurt,21,0,50.1130657,8.6252221
1568,38940931,82024,Senior Systemingenieur*in Podded Air SIGINT Systems (w/m/d),Taufkirchen,22,0,48.0389787,11.6265608
1569,40728147,65185,Ingenieur/-in oder (Diplom-)Verwaltungsfachwirt/-in (w/m/d) für das Baustellenmanagement,Wiesbaden,12,0,50.0760976,8.240001699999999
1570,42845387,88178,Absatzplaner (m/w/d),Heimenkirch,26,0,47.6293674,9.9036445
1571,39155827,6667,Information Security Risk Manager (w/m/d),Weißenfels,25,0,51.2095819,11.9452512
1572,37930108,95448,Projektleiter Genehmigung (m/w/d),Bayreuth,38,0,49.93635690000001,11.61009
1573,37513641,50679,Beton- & Stahlbetonbauer:in (m/w/d),Köln,8,0,50.934707,6.9759562
1574,35938333,89257,Meister (m/w/d) Instandhaltung Elektrotechnik,Illertissen,22,0,48.2237887,10.1112171
1575,42568531,60596,Gesundheits- und Krankenpflegekraft / Altenpflegekraft -  Hämatologie / Medizinische Onkologie,Frankfurt,27,0,50.0990675,8.6738622
1576,36162269,10178,IT Controller*in (w/m/d),Berlin,21,0,52.5221879,13.4093313
1577,40722213,89331,Strategischer Einkäufer (m/w/d),Burgau,14,0,48.4257735,10.385155
1578,38502015,50769,Koch (m/w/d),Köln,27,0,51.0560173,6.874194399999999
1579,36879947,80807,Junior Baukaufmann (m/w/d) Großprojekte Hochbau,München,15,0,48.1865394,11.585399
1580,39890442,81925,Volljurist (m/w/d),München,49,0,48.1626868,11.6217484
1581,38496178,27356,Stationsleitung (w/m/d),Rotenburg,30,0,53.0852034,9.386889300000002
1582,35918712,72555,Arbeitsvorbereitung Schlüsselfertigbau (m/w/d),Metzingen,30,0,48.5347328,9.295337
1583,39198544,4808,Elektroniker für Betriebstechnik (m/w/d),Wurzen,26,0,51.38083,12.8291213
1584,35591533,71364,Gesundheits- und Krankenpfleger (m/w/d) - Innere Medizin und Gastroenterologie,Winnenden,27,0,48.8697946,9.4066135
1585,39815338,77761,Teamleitung (m/w/d) Master Data Management / Stammdaten,Schiltach,16,0,48.26538370000001,8.353323
1586,40533214,22941,Elektroingenieur (gn) Serienbetreuung Frequenzumrichter,Bargteheide,17,0,53.7215478,10.260844
1587,37204478,79379,Elektrotechniker m/w/d als Ausbilder & Koordinator Prüfstandsmontage,Müllheim,26,0,47.8165337,7.637024099999999
1588,40700243,74653,Produktionsprozess-Planer (m/w/d) EC-Werk,Künzelsau,20,0,49.3043127,9.6979593
